北京市（92所）,
931,"杭州电子科技大学信息工程
学院"
932,"浙江理工大学科技与艺术
学院"
933,"浙江海洋大学东海科学技术
学院"
934,浙江农林大学暨阳学院
935,温州医科大学仁济学院
936,浙江中医药大学滨江学院
937,杭州师范大学钱江学院
938,湖州师范学院求真学院
939,绍兴文理学院元培学院
940,温州大学瓯江学院
941,浙江工商大学杭州商学院
942,嘉兴学院南湖学院
943,中国计量大学现代科技学院
944,浙江财经大学东方学院
945,温州商学院
946,同济大学浙江学院
947,上海财经大学浙江学院
948,浙江外国语学院
949,浙江音乐学院
950,宁波诺丁汉大学
951,温州肯恩大学
952,宁波职业技术学院
953,温州职业技术学院
954,浙江交通职业技术学院
955,金华职业技术学院
956,宁波城市职业技术学院
957,浙江电力职业技术学院
958,浙江同济科技职业学院
959,浙江工商职业技术学院
960,台州职业技术学院
961,浙江工贸职业技术学院
962,浙江医药高等专科学校
963,浙江机电职业技术学院
964,浙江建设职业技术学院
965,浙江艺术职业学院
966,浙江经贸职业技术学院
967,浙江商业职业技术学院
968,浙江经济职业技术学院
969,浙江旅游职业学院
970,浙江育英职业技术学院
971,浙江警官职业学院
972,浙江金融职业学院
973,浙江工业职业技术学院
974,杭州职业技术学院
975,嘉兴职业技术学院
976,湖州职业技术学院
977,绍兴职业技术学院
978,衢州职业技术学院
979,丽水职业技术学院
980,浙江东方职业技术学院
981,义乌工商职业技术学院
982,浙江纺织服装职业技术学院
983,杭州科技职业技术学院
984,浙江长征职业技术学院
985,嘉兴南洋职业技术学院
986,浙江广厦建设职业技术学院
987,杭州万向职业技术学院
988,浙江邮电职业技术学院
989,宁波卫生职业技术学院
990,台州科技职业学院
991,浙江国际海运职业技术学院
992,浙江体育职业技术学院
993,温州科技职业学院
994,浙江汽车职业技术学院
995,浙江横店影视职业学院
996,浙江农业商贸职业学院
997,浙江特殊教育职业学院
998,浙江安防职业技术学院
999,"浙江舟山群岛新区旅游与健康
职业学院"
安徽省（119所）,
1000,安徽大学
1001,中国科学技术大学
1002,合肥工业大学
1003,安徽工业大学
1004,安徽理工大学
1005,安徽工程大学
1006,安徽农业大学
1007,安徽医科大学
1008,蚌埠医学院
1009,皖南医学院
1010,安徽中医药大学
1011,安徽师范大学
1012,阜阳师范学院
1013,安庆师范大学
1014,淮北师范大学
1015,黄山学院
1016,皖西学院
1017,滁州学院
1018,安徽财经大学
1019,宿州学院
1020,巢湖学院
1021,淮南师范学院
1022,铜陵学院
1023,安徽建筑大学
1024,安徽科技学院
1025,安徽三联学院
1026,合肥学院
1027,蚌埠学院
1028,池州学院
1029,安徽新华学院
1030,安徽文达信息工程学院
1031,亳州学院
1032,安徽外国语学院
1033,安徽财经大学商学院
1034,安徽大学江淮学院
1035,安徽信息工程学院
1036,安徽工业大学工商学院
1037,安徽建筑大学城市建设学院
1038,安徽农业大学经济技术学院
1039,安徽师范大学皖江学院
1040,安徽医科大学临床医学院
1041,阜阳师范学院信息工程学院
1042,淮北师范大学信息学院
1043,合肥师范学院
1044,河海大学文天学院
1045,安徽职业技术学院
1046,淮北职业技术学院
1047,芜湖职业技术学院
1048,淮南联合大学
1049,安徽商贸职业技术学院
1050,安徽水利水电职业技术学院
1051,阜阳职业技术学院
1052,铜陵职业技术学院
1053,民办万博科技职业学院
1054,安徽警官职业学院
1055,淮南职业技术学院
1056,安徽工业经济职业技术学院
1057,合肥通用职业技术学院
1058,安徽工贸职业技术学院
1059,宿州职业技术学院
1060,六安职业技术学院
1061,安徽电子信息职业技术学院
1062,民办合肥经济技术职业学院
1063,安徽交通职业技术学院
1064,安徽体育运动职业技术学院
1065,安徽中医药高等专科学校
1066,安徽医学高等专科学校
1067,合肥职业技术学院
1068,滁州职业技术学院
1069,池州职业技术学院
1070,宣城职业技术学院
1071,安徽广播影视职业技术学院
1072,民办合肥滨湖职业技术学院
1073,安徽电气工程职业技术学院
1074,安徽冶金科技职业学院
1075,安徽城市管理职业学院
1076,安徽机电职业技术学院
1077,安徽工商职业学院
1078,安徽中澳科技职业学院
1079,阜阳科技职业学院
1080,亳州职业技术学院
1081,安徽国防科技职业学院
1082,安庆职业技术学院
1083,安徽艺术职业学院
1084,马鞍山师范高等专科学校
1085,安徽财贸职业学院
1086,安徽国际商务职业学院
1087,安徽公安职业学院
1088,安徽林业职业技术学院
1089,安徽审计职业学院
1090,安徽新闻出版职业技术学院
1091,安徽邮电职业技术学院
1092,安徽工业职业技术学院
1093,民办合肥财经职业学院
1094,安庆医药高等专科学校
1095,安徽涉外经济职业学院
1096,安徽绿海商务职业学院
1097,合肥共达职业技术学院
1098,蚌埠经济技术职业学院
1099,民办安徽旅游职业学院
1100,徽商职业学院
1101,马鞍山职业技术学院
1102,安徽现代信息工程职业学院
1103,安徽矿业职业技术学院
1104,合肥信息技术职业学院
1105,桐城师范高等专科学校
1106,黄山职业技术学院
1107,滁州城市职业学院
1108,安徽汽车职业技术学院
1109,皖西卫生职业学院
1110,合肥幼儿师范高等专科学校
1111,安徽长江职业学院
1112,安徽扬子职业技术学院
1113,安徽黄梅戏艺术职业学院
1114,安徽粮食工程职业学院
1115,安徽卫生健康职业学院
1116,合肥科技职业学院
1117,皖北卫生职业学院
1118,阜阳幼儿师范高等专科学校
福建省（89所）,
1119,厦门大学
1120,华侨大学
1121,福州大学
1122,福建工程学院
1123,福建农林大学
1124,集美大学
1125,福建医科大学
1126,福建中医药大学
1127,福建师范大学
1128,闽江学院
1129,武夷学院
1130,宁德师范学院
1131,泉州师范学院
1132,闽南师范大学
1133,厦门理工学院
1134,三明学院
1135,龙岩学院
1136,福建商学院
1137,福建警察学院
1138,莆田学院
1139,仰恩大学
1140,厦门医学院
1141,厦门华厦学院
1142,闽南理工学院
1143,福建师范大学闽南科技学院
1144,福建农林大学东方学院
1145,厦门工学院
1146,阳光学院
1147,厦门大学嘉庚学院
1148,福州大学至诚学院
1149,集美大学诚毅学院
1150,福建师范大学协和学院
1151,福州外语外贸学院
1152,福建江夏学院
1153,泉州信息工程学院
1154,福州理工学院
1155,福建农林大学金山学院
1156,福建船政交通职业学院
1157,漳州职业技术学院
1158,闽西职业技术学院
1159,黎明职业大学
1160,福建华南女子职业学院
1161,福州职业技术学院
1162,福建林业职业技术学院
1163,福建信息职业技术学院
1164,福建水利电力职业技术学院
1165,福建电力职业技术学院
1166,厦门海洋职业技术学院
1167,福建农业职业技术学院
1168,福建卫生职业技术学院
1169,泉州医学高等专科学校
1170,福州英华职业学院
1171,泉州纺织服装职业学院
1172,泉州华光职业学院
1173,泉州理工职业学院
1174,福建警官职业学院
1175,闽北职业技术学院
1176,福州黎明职业技术学院
1177,厦门演艺职业学院
1178,厦门华天涉外职业技术学院
1179,福州科技职业技术学院
1180,泉州经贸职业技术学院
1181,"福建对外经济贸易
职业技术学院"
1182,湄洲湾职业技术学院
1183,福建生物工程职业技术学院
1184,福建艺术职业学院
1185,福建幼儿师范高等专科学校
1186,厦门城市职业学院
1187,泉州工艺美术职业学院
1188,三明医学科技职业学院
1189,宁德职业技术学院
1190,福州软件职业技术学院
1191,厦门兴才职业技术学院
1192,厦门软件职业技术学院
1193,福建体育职业技术学院
1194,漳州城市职业学院
1195,厦门南洋职业学院
1196,厦门东海职业技术学院
1197,漳州科技职业学院
1198,漳州理工职业学院
1199,武夷山职业学院
1200,漳州卫生职业学院
1201,泉州海洋职业学院
1202,泉州轻工职业学院
1203,厦门安防科技职业学院
1204,泉州幼儿师范高等专科学校
1205,闽江师范高等专科学校
1206,泉州工程职业技术学院
1207,福州墨尔本理工职业学院
江西省（100所）,
1208,南昌大学
1209,华东交通大学
1210,东华理工大学
1211,南昌航空大学
1212,江西理工大学
1213,景德镇陶瓷大学
1214,江西农业大学
1215,江西中医药大学
1216,赣南医学院
1217,江西师范大学
1218,上饶师范学院
1219,宜春学院
1220,赣南师范大学
1221,井冈山大学
1222,江西财经大学
1223,江西科技学院
1224,景德镇学院
1225,萍乡学院
1226,江西科技师范大学
1227,南昌工程学院
1228,江西警察学院
1229,新余学院
1230,九江学院
1231,江西工程学院
1232,南昌理工学院
1233,江西应用科技学院
1234,江西服装学院
1235,南昌工学院
1236,南昌大学科学技术学院
1237,南昌大学共青学院
1238,华东交通大学理工学院
1239,东华理工大学长江学院
1240,南昌航空大学科技学院
1241,江西理工大学应用科学学院
1242,景德镇陶瓷大学科技艺术学院
1243,江西农业大学南昌商学院
1244,江西中医药大学科技学院
1245,江西师范大学科学技术学院
1246,赣南师范大学科技学院
1247,江西科技师范大学理工学院
1248,"江西财经大学现代经济管理
学院"
1249,豫章师范学院
1250,南昌师范学院
1251,上饶幼儿师范高等专科学校
1252,抚州幼儿师范高等专科学校
1253,江西工业职业技术学院
1254,江西医学高等专科学校
1255,九江职业大学
1256,九江职业技术学院
1257,江西司法警官职业学院
1258,"江西陶瓷工艺美术职业技术
学院"
1259,江西旅游商贸职业学院
1260,江西电力职业技术学院
1261,江西环境工程职业学院
1262,江西艺术职业学院
1263,鹰潭职业技术学院
1264,江西信息应用职业技术学院
1265,江西交通职业技术学院
1266,江西财经职业学院
1267,江西应用技术职业学院
1268,江西现代职业技术学院
1269,江西工业工程职业技术学院
1270,江西机电职业技术学院
1271,江西科技职业学院
1272,南昌职业学院
1273,江西外语外贸职业学院
1274,江西工业贸易职业技术学院
1275,宜春职业技术学院
1276,江西应用工程职业学院
1277,江西生物科技职业学院
1278,江西建设职业技术学院
1279,抚州职业技术学院
1280,江西中医药高等专科学校
1281,江西先锋软件职业技术学院
1282,江西经济管理职业学院
1283,江西制造职业技术学院
1284,江西工程职业学院
1285,江西青年职业学院
1286,上饶职业技术学院
1287,江西航空职业技术学院
1288,江西农业工程职业学院
1289,赣西科技职业学院
1290,江西卫生职业学院
1291,江西新能源科技职业学院
1292,江西枫林涉外经贸职业学院
1293,江西泰豪动漫职业学院
1294,江西冶金职业技术学院
1295,江西管理职业学院
1296,江西传媒职业学院
1297,江西工商职业技术学院
1298,景德镇陶瓷职业技术学院
1299,共青科技职业学院
1300,赣州师范高等专科学校
1301,江西水利职业学院
1302,宜春幼儿师范高等专科学校
1303,吉安职业技术学院
1304,江西洪州职业学院
1305,江西师范高等专科学校
1306,南昌影视传播职业学院
1307,赣南卫生健康职业学院
山东省（145所）,
1308,山东大学
1309,中国海洋大学
1310,山东科技大学
1311,中国石油大学（华东）
1312,青岛科技大学
1313,济南大学
1314,青岛理工大学
1315,山东建筑大学
1316,齐鲁工业大学
1317,山东理工大学
1318,山东农业大学
1319,青岛农业大学
1320,潍坊医学院
1321,泰山医学院
1322,滨州医学院
1323,山东中医药大学
1324,济宁医学院
1325,山东师范大学
1326,曲阜师范大学
1327,聊城大学
1328,德州学院
1329,滨州学院
1330,鲁东大学
1331,临沂大学
1332,泰山学院
1333,济宁学院
1334,菏泽学院
1335,山东财经大学
1336,山东体育学院
1337,山东艺术学院
1338,齐鲁医药学院
1339,青岛滨海学院
1340,枣庄学院
1341,山东工艺美术学院
1342,青岛大学
1343,烟台大学
1344,潍坊学院
1345,山东警察学院
1346,山东交通学院
1347,山东工商学院
1348,山东女子学院
1349,烟台南山学院
1350,潍坊科技学院
1351,山东英才学院
1352,青岛恒星科技学院
1353,青岛黄海学院
1354,山东现代学院
1355,山东协和学院
1356,烟台大学文经学院
1357,聊城大学东昌学院
1358,青岛理工大学琴岛学院
1359,山东师范大学历山学院
1360,山东财经大学燕山学院
1361,中国石油大学胜利学院
1362,山东科技大学泰山科技学院
1363,山东华宇工学院
1364,青岛工学院
1365,青岛农业大学海都学院
1366,齐鲁理工学院
1367,山东财经大学东方学院
1368,济南大学泉城学院
1369,山东政法学院
1370,齐鲁师范学院
1371,山东青年政治学院
1372,"北京电影学院现代创意媒体
学院"
1373,山东管理学院
1374,山东农业工程学院
1375,山东医学高等专科学校
1376,菏泽医学专科学校
1377,山东商业职业技术学院
1378,山东电力高等专科学校
1379,日照职业技术学院
1380,曲阜远东职业技术学院
1381,青岛职业技术学院
1382,威海职业学院
1383,山东职业学院
1384,山东劳动职业技术学院
1385,莱芜职业技术学院
1386,济宁职业技术学院
1387,潍坊职业学院
1388,烟台职业学院
1389,东营职业学院
1390,聊城职业技术学院
1391,滨州职业学院
1392,山东科技职业学院
1393,山东服装职业学院
1394,德州科技职业学院
1395,山东力明科技职业学院
1396,山东圣翰财贸职业学院
1397,山东水利职业学院
1398,山东畜牧兽医职业学院
1399,青岛飞洋职业技术学院
1400,东营科技职业学院
1401,山东交通职业学院
1402,淄博职业学院
1403,山东外贸职业学院
1404,青岛酒店管理职业技术学院
1405,山东信息职业技术学院
1406,青岛港湾职业技术学院
1407,山东胜利职业学院
1408,山东经贸职业学院
1409,山东工业职业学院
1410,山东化工职业学院
1411,青岛求实职业技术学院
1412,济南职业学院
1413,烟台工程职业技术学院
1414,山东凯文科技职业学院
1415,山东外国语职业学院
1416,潍坊工商职业学院
1417,德州职业技术学院
1418,枣庄科技职业学院
1419,淄博师范高等专科学校
1420,山东中医药高等专科学校
1421,济南工程职业技术学院
1422,山东电子职业技术学院
1423,山东旅游职业学院
1424,山东铝业职业学院
1425,山东杏林科技职业学院
1426,泰山职业技术学院
1427,山东外事翻译职业学院
1428,山东药品食品职业学院
1429,山东商务职业学院
1430,山东轻工职业学院
1431,山东城市建设职业学院
1432,烟台汽车工程职业学院
1433,山东司法警官职业学院
1434,菏泽家政职业学院
1435,山东传媒职业学院
1436,临沂职业学院
1437,枣庄职业学院
1438,山东理工职业学院
1439,山东文化产业职业学院
1440,青岛远洋船员职业学院
1441,济南幼儿师范高等专科学校
1442,济南护理职业学院
1443,泰山护理职业学院
1444,山东海事职业学院
1445,潍坊护理职业学院
1446,潍坊工程职业学院
1447,菏泽职业学院
1448,山东艺术设计职业学院
1449,威海海洋职业学院
1450,山东特殊教育职业学院
1451,烟台黄金职业学院
1452,日照航海工程职业学院
河南省（134所）,
1453,华北水利水电大学
1454,郑州大学
1455,河南理工大学
1456,郑州轻工业学院
1457,河南工业大学
1458,河南科技大学
1459,中原工学院
1460,河南农业大学
1461,河南科技学院
1462,河南牧业经济学院
1463,河南中医药大学
1464,新乡医学院
1465,河南大学
1466,河南师范大学
1467,信阳师范学院
1468,周口师范学院
1469,安阳师范学院
1470,许昌学院
1471,南阳师范学院
1472,洛阳师范学院
1473,商丘师范学院
1474,河南财经政法大学
1475,郑州航空工业管理学院
1476,黄淮学院
1477,平顶山学院
1478,郑州工程技术学院
1479,洛阳理工学院
1480,新乡学院
1481,信阳农林学院
1482,河南工学院
1483,安阳工学院
1484,河南工程学院
1485,河南财政金融学院
1486,南阳理工学院
1487,河南城建学院
1488,河南警察学院
1489,黄河科技学院
1490,铁道警察学院
1491,郑州科技学院
1492,郑州工业应用技术学院
1493,郑州师范学院
1494,郑州财经学院
1495,黄河交通学院
1496,商丘工学院
1497,河南大学民生学院
1498,河南师范大学新联学院
1499,信阳学院
1500,安阳学院
1501,新乡医学院三全学院
1502,河南科技学院新科学院
1503,郑州工商学院
1504,中原工学院信息商务学院
1505,商丘学院
1506,郑州成功财经学院
1507,郑州升达经贸管理学院
1508,河南职业技术学院
1509,漯河职业技术学院
1510,三门峡职业技术学院
1511,郑州铁路职业技术学院
1512,开封大学
1513,焦作大学
1514,濮阳职业技术学院
1515,郑州电力高等专科学校
1516,黄河水利职业技术学院
1517,许昌职业技术学院
1518,河南工业和信息化职业学院
1519,河南水利与环境职业学院
1520,商丘职业技术学院
1521,平顶山工业职业技术学院
1522,周口职业技术学院
1523,济源职业技术学院
1524,河南司法警官职业学院
1525,鹤壁职业技术学院
1526,河南工业职业技术学院
1527,郑州澍青医学高等专科学校
1528,焦作师范高等专科学校
1529,河南检察职业学院
1530,河南质量工程职业学院
1531,郑州信息科技职业学院
1532,漯河医学高等专科学校
1533,南阳医学高等专科学校
1534,商丘医学高等专科学校
1535,郑州电子信息职业技术学院
1536,信阳职业技术学院
1537,嵩山少林武术职业学院
1538,郑州工业安全职业学院
1539,永城职业学院
1540,河南经贸职业学院
1541,河南交通职业技术学院
1542,河南农业职业学院
1543,郑州旅游职业学院
1544,郑州职业技术学院
1545,河南信息统计职业学院
1546,河南林业职业学院
1547,河南工业贸易职业学院
1548,郑州电力职业技术学院
1549,周口科技职业学院
1550,河南建筑职业技术学院
1551,漯河食品职业学院
1552,郑州城市职业学院
1553,安阳职业技术学院
1554,新乡职业技术学院
1555,驻马店职业技术学院
1556,焦作工贸职业学院
1557,许昌陶瓷职业学院
1558,郑州理工职业学院
1559,郑州信息工程职业学院
1560,长垣烹饪职业技术学院
1561,开封文化艺术职业学院
1562,河南应用技术职业学院
1563,河南艺术职业学院
1564,河南机电职业学院
1565,河南护理职业学院
1566,许昌电气职业学院
1567,信阳涉外职业技术学院
1568,鹤壁汽车工程职业学院
1569,南阳职业学院
1570,郑州商贸旅游职业学院
1571,河南推拿职业学院
1572,洛阳职业技术学院
1573,郑州幼儿师范高等专科学校
1574,安阳幼儿师范高等专科学校
1575,郑州黄河护理职业学院
1576,河南医学高等专科学校
1577,郑州财税金融职业学院
1578,南阳农业职业学院
1579,洛阳科技职业学院
1580,鹤壁能源化工职业学院
1581,平顶山文化艺术职业学院
1582,濮阳医学高等专科学校
1583,驻马店幼儿师范高等专科学校
1584,三门峡社会管理职业学院
1585,河南轻工职业学院
1586,河南测绘职业学院
湖北省（129所）,
1587,武汉大学
1588,华中科技大学
1589,武汉科技大学
1590,长江大学
1591,武汉工程大学
1592,中国地质大学（武汉）
1593,武汉纺织大学
1594,武汉轻工大学
1595,武汉理工大学
1596,湖北工业大学
1597,华中农业大学
1598,湖北中医药大学
1599,华中师范大学
1600,湖北大学
1601,湖北师范大学
1602,黄冈师范学院
1603,湖北民族学院
1604,汉江师范学院
1605,湖北文理学院
1606,中南财经政法大学
1607,武汉体育学院
1608,湖北美术学院
1609,中南民族大学
1610,湖北汽车工业学院
1611,湖北工程学院
1612,湖北理工学院
1613,湖北科技学院
1614,湖北医药学院
1615,江汉大学
1616,三峡大学
1617,湖北警官学院
1618,荆楚理工学院
1619,武汉音乐学院
1620,湖北经济学院
1621,武汉商学院
1622,武汉东湖学院
1623,汉口学院
1624,武昌首义学院
1625,武昌理工学院
1626,武汉生物工程学院
1627,武汉晴川学院
1628,湖北大学知行学院
1629,武汉科技大学城市学院
1630,三峡大学科技学院
1631,江汉大学文理学院
1632,湖北工业大学工程技术学院
1633,"武汉工程大学邮电与信息工程
学院"
1634,武汉纺织大学外经贸学院
1635,武昌工学院
1636,武汉工商学院
1637,长江大学工程技术学院
1638,长江大学文理学院
1639,湖北商贸学院
1640,湖北汽车工业学院科技学院
1641,湖北医药学院药护学院
1642,湖北民族学院科技学院
1643,湖北经济学院法商学院
1644,武汉体育学院体育科技学院
1645,湖北师范大学文理学院
1646,湖北文理学院理工学院
1647,湖北工程学院新技术学院
1648,文华学院
1649,武汉学院
1650,武汉工程科技学院
1651,武汉华夏理工学院
1652,武汉传媒学院
1653,武汉设计工程学院
1654,湖北第二师范学院
1655,武汉职业技术学院
1656,黄冈职业技术学院
1657,长江职业学院
1658,荆州理工职业学院
1659,湖北工业职业技术学院
1660,鄂州职业大学
1661,武汉城市职业学院
1662,湖北职业技术学院
1663,武汉船舶职业技术学院
1664,恩施职业技术学院
1665,襄阳职业技术学院
1666,武汉工贸职业学院
1667,荆州职业技术学院
1668,武汉工程职业技术学院
1669,仙桃职业学院
1670,湖北轻工职业技术学院
1671,湖北交通职业技术学院
1672,湖北中医药高等专科学校
1673,武汉航海职业技术学院
1674,武汉铁路职业技术学院
1675,武汉软件工程职业学院
1676,湖北三峡职业技术学院
1677,随州职业技术学院
1678,武汉电力职业技术学院
1679,湖北水利水电职业技术学院
1680,湖北城市建设职业技术学院
1681,武汉警官职业学院
1682,湖北生物科技职业学院
1683,湖北开放职业学院
1684,武汉科技职业学院
1685,武汉外语外事职业学院
1686,武汉信息传播职业技术学院
1687,武昌职业学院
1688,武汉商贸职业学院
1689,湖北艺术职业学院
1690,武汉交通职业学院
1691,咸宁职业技术学院
1692,长江工程职业技术学院
1693,江汉艺术职业学院
1694,武汉工业职业技术学院
1695,武汉民政职业学院
1696,鄂东职业技术学院
1697,湖北财税职业学院
1698,黄冈科技职业学院
1699,湖北国土资源职业学院
1700,湖北生态工程职业技术学院
1701,三峡电力职业学院
1702,湖北科技职业学院
1703,湖北青年职业学院
1704,湖北工程职业学院
1705,三峡旅游职业技术学院
1706,天门职业学院
1707,湖北体育职业学院
1708,襄阳汽车职业技术学院
1709,湖北幼儿师范高等专科学校
1710,湖北铁道运输职业学院
1711,武汉海事职业学院
1712,长江艺术工程职业学院
1713,荆门职业学院
1714,武汉铁路桥梁职业学院
1715,武汉光谷职业学院
湖南省（124所）,
1716,湘潭大学
1717,吉首大学
1718,湖南大学
1719,中南大学
1720,湖南科技大学
1721,长沙理工大学
1722,湖南农业大学
1723,中南林业科技大学
1724,湖南中医药大学
1725,湖南师范大学
1726,湖南理工学院
1727,湘南学院
1728,衡阳师范学院
1729,邵阳学院
1730,怀化学院
1731,湖南文理学院
1732,湖南科技学院
1733,湖南人文科技学院
1734,湖南商学院
1735,南华大学
1736,长沙医学院
1737,长沙学院
1738,湖南工程学院
1739,湖南城市学院
1740,湖南工学院
1741,湖南财政经济学院
1742,湖南警察学院
1743,湖南工业大学
1744,湖南女子学院
1745,湖南第一师范学院
1746,湖南医药学院
1747,湖南涉外经济学院
1748,湘潭大学兴湘学院
1749,湖南工业大学科技学院
1750,湖南科技大学潇湘学院
1751,南华大学船山学院
1752,湖南商学院北津学院
1753,湖南师范大学树达学院
1754,湖南农业大学东方科技学院
1755,中南林业科技大学涉外学院
1756,湖南文理学院芙蓉学院
1757,湖南理工学院南湖学院
1758,衡阳师范学院南岳学院
1759,湖南工程学院应用技术学院
1760,湖南中医药大学湘杏学院
1761,吉首大学张家界学院
1762,长沙理工大学城南学院
1763,长沙师范学院
1764,湖南应用技术学院
1765,湖南信息学院
1766,湖南交通工程学院
1767,湘中幼儿师范高等专科学校
1768,长沙民政职业技术学院
1769,湖南工业职业技术学院
1770,株洲师范高等专科学校
1771,湖南信息职业技术学院
1772,湖南税务高等专科学校
1773,湖南冶金职业技术学院
1774,长沙航空职业技术学院
1775,湖南大众传媒职业技术学院
1776,永州职业技术学院
1777,湖南铁道职业技术学院
1778,湖南科技职业学院
1779,湖南生物机电职业技术学院
1780,湖南交通职业技术学院
1781,湖南商务职业技术学院
1782,湖南体育职业学院
1783,湖南工程职业技术学院
1784,保险职业学院
1785,湖南外贸职业学院
1786,湖南网络工程职业学院
1787,邵阳职业技术学院
1788,湖南司法警官职业学院
1789,长沙商贸旅游职业技术学院
1790,湖南环境生物职业技术学院
1791,湖南邮电职业技术学院
1792,湘潭医卫职业技术学院
